a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100250E+03   0.172971E+01   0.211162E+02   0.145692E+02   0.618645E-03   0.104087E+02   0.897814E+01   0.171581E+02   0.171446E+02   0.169324E+03  -0.807397E+01   0.000000E+00   0.177398E+03  -0.354796E+03
   0.100994E+03   0.104058E+02   0.149911E+02   0.338164E+02   0.570021E-03   0.759750E+01   0.103296E+02   0.148664E+02   0.124717E+02   0.170708E+03  -0.820716E+01   0.000000E+00   0.178915E+03  -0.357830E+03
   0.991979E+02   0.110853E+02   0.123158E+02   0.240775E+02   0.644638E-03   0.898817E+01   0.128763E+02   0.152364E+02   0.200677E+02   0.170452E+03  -0.971523E+01   0.000000E+00   0.180167E+03  -0.360334E+03
   0.995007E+02   0.780767E+01   0.260261E+01   0.258140E+02   0.705381E-03   0.825265E+01   0.803624E+01   0.144733E+02   0.158299E+02   0.172276E+03  -0.797742E+01   0.000000E+00   0.180253E+03  -0.360507E+03
   0.992216E+02  -0.215847E+01  -0.365860E+01  -0.179106E+02   0.594701E-03   0.111951E+02   0.120502E+02   0.160239E+02   0.147584E+02   0.173058E+03  -0.826032E+01   0.000000E+00   0.181318E+03  -0.362637E+03
   0.978183E+02   0.599910E+01  -0.936265E+01  -0.604323E+01   0.647189E-03   0.894218E+01   0.718766E+01   0.925182E+01   0.191733E+02   0.166962E+03  -0.117709E+02   0.000000E+00   0.178733E+03  -0.357466E+03
   0.978183E+02   0.446041E+01   0.980128E+01   0.543638E+01   0.638657E-03   0.850906E+01   0.116765E+02   0.175833E+02   0.143196E+02   0.173259E+03  -0.833397E+01   0.000000E+00   0.181593E+03  -0.363186E+03
   0.987241E+02   0.408037E+01   0.482706E+01   0.214845E+02   0.638056E-03   0.123578E+02   0.818031E+01   0.160204E+02   0.232902E+02   0.170767E+03  -0.113144E+02   0.000000E+00   0.182081E+03  -0.364163E+03
   0.987241E+02   0.993212E+00   0.228075E+01   0.155118E+02   0.853101E-03   0.990518E+01   0.116578E+02   0.159255E+02   0.159248E+02   0.173076E+03  -0.790763E+01   0.000000E+00   0.180984E+03  -0.361967E+03
   0.985243E+02   0.348833E+01   0.445741E+01   0.874136E+01   0.476272E-03   0.134988E+02   0.911671E+01   0.213450E+02   0.159982E+02   0.171918E+03  -0.107235E+02   0.000000E+00   0.182641E+03  -0.365283E+03
   0.990918E+02   0.273202E+01   0.761573E+01   0.279767E+01   0.476272E-03   0.112681E+02   0.911671E+01   0.180279E+02   0.115686E+02   0.172537E+03  -0.876139E+01   0.000000E+00   0.181298E+03  -0.362597E+03
   0.985924E+02   0.273202E+01  -0.151278E+01   0.106174E+02   0.547188E-03   0.114889E+02   0.928026E+01   0.121838E+02   0.121779E+02   0.173891E+03  -0.830108E+01   0.000000E+00   0.182192E+03  -0.364384E+03
   0.981614E+02   0.127445E+01   0.544372E+01  -0.804055E+00   0.577926E-03   0.120592E+02   0.119780E+02   0.192460E+02   0.179228E+02   0.173064E+03  -0.100725E+02   0.000000E+00   0.183136E+03  -0.366273E+03
   0.975954E+02   0.159639E+01  -0.226331E+01   0.265666E-01   0.794227E-03   0.105593E+02   0.126380E+02   0.168054E+02   0.181621E+02   0.173343E+03  -0.919378E+01   0.000000E+00   0.182537E+03  -0.365074E+03
   0.993236E+02  -0.853595E+00   0.485572E+01  -0.314960E+01   0.794227E-03   0.915767E+01   0.129823E+02   0.190926E+02   0.119542E+02   0.171586E+03  -0.976633E+01   0.000000E+00   0.181352E+03  -0.362705E+03
   0.983001E+02  -0.461601E+00   0.855337E+01   0.364131E+01   0.569624E-03   0.111242E+02   0.959161E+01   0.136924E+02   0.952552E+01   0.172645E+03  -0.962374E+01   0.000000E+00   0.182269E+03  -0.364537E+03
   0.984455E+02  -0.452958E+00   0.391528E+01  -0.864063E+01   0.708370E-03   0.712872E+01   0.100246E+02   0.104360E+02   0.100749E+02   0.171249E+03  -0.112197E+02   0.000000E+00   0.182469E+03  -0.364937E+03
   0.974889E+02   0.183125E+01  -0.732385E+01  -0.708660E+01   0.650597E-03   0.108929E+02   0.593408E+01   0.211382E+02   0.125694E+02   0.169983E+03  -0.123465E+02   0.000000E+00   0.182330E+03  -0.364659E+03
   0.974922E+02   0.199604E+01   0.185396E+01  -0.381246E+01   0.314012E-03   0.108472E+02   0.117895E+02   0.130378E+02   0.167742E+02   0.171374E+03  -0.830015E+01   0.000000E+00   0.179674E+03  -0.359348E+03
   0.974922E+02   0.183427E+01  -0.252486E+01   0.611316E+01   0.754956E-03   0.101918E+02   0.895931E+01   0.151863E+02   0.158257E+02   0.175357E+03  -0.742757E+01   0.000000E+00   0.182785E+03  -0.365569E+03
   0.978782E+02  -0.133791E+01   0.827239E+01  -0.109584E+02   0.104161E-02   0.115703E+02   0.105426E+02   0.182619E+02   0.173299E+02   0.169039E+03  -0.884449E+01   0.000000E+00   0.177883E+03  -0.355767E+03
   0.969894E+02  -0.177777E+01   0.402690E+01  -0.461006E+01   0.738693E-03   0.138003E+02   0.723858E+01   0.179458E+02   0.123528E+02   0.170312E+03  -0.107188E+02   0.000000E+00   0.181031E+03  -0.362062E+03
   0.981964E+02  -0.222340E+01   0.109869E+01  -0.153356E+02   0.464631E-03   0.136746E+02   0.110014E+02   0.135512E+02   0.106948E+02   0.171106E+03  -0.101254E+02   0.000000E+00   0.181231E+03  -0.362463E+03
   0.978133E+02  -0.484687E+01   0.833417E+01  -0.734170E+01   0.642933E-03   0.116928E+02   0.947218E+01   0.222290E+02   0.149300E+02   0.169979E+03  -0.100269E+02   0.000000E+00   0.180006E+03  -0.360012E+03
   0.991617E+02   0.359478E+00   0.218593E+01  -0.272437E+02   0.106473E-02   0.979871E+01   0.113395E+02   0.121235E+02   0.194039E+02   0.167380E+03  -0.900680E+01   0.000000E+00   0.176387E+03  -0.352774E+03
   0.991617E+02   0.221284E+00   0.289465E+01  -0.133515E+02   0.566678E-03   0.902262E+01   0.129382E+02   0.144199E+02   0.122259E+02   0.172394E+03  -0.867395E+01   0.000000E+00   0.181068E+03  -0.362136E+03
   0.984929E+02   0.684404E+01   0.731001E+01   0.572384E+01   0.934447E-03   0.892453E+01   0.114964E+02   0.118349E+02   0.175310E+02   0.171215E+03  -0.861475E+01   0.000000E+00   0.179830E+03  -0.359660E+03
   0.971612E+02  -0.111937E+01   0.175734E+01   0.240793E+01   0.897178E-03   0.114269E+02   0.836210E+01   0.865518E+01   0.123831E+02   0.169223E+03  -0.113337E+02   0.000000E+00   0.180557E+03  -0.361113E+03
   0.982610E+02   0.490950E+01   0.182074E+01  -0.215309E+01   0.623221E-03   0.144877E+02   0.942715E+01   0.142269E+02   0.159839E+02   0.172227E+03  -0.942844E+01   0.000000E+00   0.181655E+03  -0.363311E+03
   0.969331E+02   0.431342E+01  -0.478037E+00   0.353792E+00   0.495543E-03   0.102117E+02   0.913629E+01   0.169315E+02   0.198239E+02   0.172864E+03  -0.885261E+01   0.000000E+00   0.181717E+03  -0.363433E+03
   0.975850E+02   0.906880E+00  -0.134681E+01   0.877981E+01   0.928946E-03   0.139104E+02   0.973145E+01   0.177011E+02   0.150332E+02   0.171333E+03  -0.944359E+01   0.000000E+00   0.180777E+03  -0.361553E+03
   0.978517E+02  -0.492287E+01  -0.143576E+02   0.380575E+01   0.908215E-03   0.940335E+01   0.895573E+01   0.163338E+02   0.133044E+02   0.169138E+03  -0.752263E+01   0.000000E+00   0.176661E+03  -0.353321E+03
   0.969782E+02   0.255056E+01  -0.307439E-01  -0.637734E+01   0.841564E-03   0.125963E+02   0.914831E+01   0.168013E+02   0.163699E+02   0.172176E+03  -0.862312E+01   0.000000E+00   0.180799E+03  -0.361598E+03
   0.970957E+02   0.529324E+01   0.411012E+01   0.120019E+02   0.671435E-03   0.825459E+01   0.933629E+01   0.240093E+02   0.150359E+02   0.171135E+03  -0.107564E+02   0.000000E+00   0.181891E+03  -0.363783E+03
   0.979598E+02   0.134358E+01   0.156319E+01   0.123629E+02   0.775181E-03   0.135855E+02   0.104253E+02   0.149946E+02   0.146257E+02   0.173438E+03  -0.878503E+01   0.000000E+00   0.182223E+03  -0.364446E+03
   0.100290E+03  -0.114716E+01  -0.185140E+01  -0.306209E+02   0.944141E-03   0.128339E+02   0.856137E+01   0.155906E+02   0.116047E+02   0.169132E+03  -0.905711E+01   0.000000E+00   0.178189E+03  -0.356378E+03
   0.977722E+02   0.251313E+01  -0.105640E+02  -0.563938E+01   0.788372E-03   0.109181E+02   0.121332E+02   0.218953E+02   0.154440E+02   0.170668E+03  -0.103104E+02   0.000000E+00   0.180978E+03  -0.361957E+03
   0.983297E+02   0.845198E+01   0.395532E+01   0.135062E+02   0.603579E-03   0.113678E+02   0.110269E+02   0.124436E+02   0.203393E+02   0.171880E+03  -0.952319E+01   0.000000E+00   0.181403E+03  -0.362806E+03
   0.981972E+02   0.232250E+01  -0.702734E+01  -0.445468E+00   0.737272E-03   0.925497E+01   0.819667E+01   0.164068E+02   0.177064E+02   0.173560E+03  -0.825214E+01   0.000000E+00   0.181812E+03  -0.363624E+03
   0.968164E+02   0.209492E+01  -0.340121E+01   0.455790E+00   0.737272E-03   0.645658E+01   0.122651E+02   0.145230E+02   0.144677E+02   0.172547E+03  -0.990038E+01   0.000000E+00   0.182447E+03  -0.364895E+03
   0.983460E+02   0.209492E+01   0.286698E+01  -0.565754E+00   0.735590E-03   0.118541E+02   0.931157E+01   0.131001E+02   0.188999E+02   0.173967E+03  -0.877583E+01   0.000000E+00   0.182743E+03  -0.365486E+03
   0.970453E+02   0.100967E+01  -0.410568E+01   0.365503E+01   0.460301E-03   0.792114E+01   0.122363E+02   0.111358E+02   0.133054E+02   0.173301E+03  -0.928717E+01   0.000000E+00   0.182588E+03  -0.365176E+03
   0.977026E+02   0.694608E+01   0.377259E+01   0.812389E+01   0.773354E-03   0.130951E+02   0.817775E+01   0.136557E+02   0.133515E+02   0.172682E+03  -0.881183E+01   0.000000E+00   0.181494E+03  -0.362988E+03
   0.977026E+02   0.264037E+01  -0.871327E+01   0.978619E+00   0.773354E-03   0.127919E+02   0.779080E+01   0.167924E+02   0.137334E+02   0.172503E+03  -0.907392E+01   0.000000E+00   0.181577E+03  -0.363154E+03
   0.980441E+02  -0.322731E+01  -0.866176E+01   0.121221E+01   0.687215E-03   0.707458E+01   0.762801E+01   0.145308E+02   0.145533E+02   0.171645E+03  -0.901797E+01   0.000000E+00   0.180663E+03  -0.361326E+03
   0.978704E+02   0.610713E+00  -0.493835E+01   0.886000E+01   0.527762E-03   0.152513E+02   0.112243E+02   0.156419E+02   0.146021E+02   0.171982E+03  -0.102365E+02   0.000000E+00   0.182218E+03  -0.364437E+03
   0.977938E+02  -0.121274E+01  -0.125241E+01  -0.523506E+01   0.674618E-03   0.980567E+01   0.107313E+02   0.157434E+02   0.174660E+02   0.175236E+03  -0.789672E+01   0.000000E+00   0.183133E+03  -0.366265E+03
   0.994011E+02   0.390289E+01   0.387451E+01   0.145910E+02   0.517855E-03   0.868430E+01   0.131268E+02   0.166898E+02   0.148020E+02   0.172432E+03  -0.880242E+01   0.000000E+00   0.181234E+03  -0.362469E+03
   0.990283E+02   0.413097E+01   0.700472E+01   0.146632E+01   0.607353E-03   0.814230E+01   0.911280E+01   0.145385E+02   0.169493E+02   0.173881E+03  -0.788641E+01   0.000000E+00   0.181767E+03  -0.363535E+03
   0.984762E+02  -0.130817E+01  -0.124060E+01  -0.322032E+01   0.548932E-03   0.103833E+02   0.763450E+01   0.115674E+02   0.146849E+02   0.174121E+03  -0.852392E+01   0.000000E+00   0.182645E+03  -0.365290E+03
   0.984762E+02  -0.151732E+01  -0.116184E+01   0.895616E+01   0.674468E-03   0.916922E+01   0.959585E+01   0.146622E+02   0.126390E+02   0.174356E+03  -0.742567E+01   0.000000E+00   0.181782E+03  -0.363563E+03
   0.984762E+02   0.238105E+01  -0.225043E+01  -0.226820E+01   0.108221E-02   0.109859E+02   0.907628E+01   0.178767E+02   0.131919E+02   0.170541E+03  -0.812232E+01   0.000000E+00   0.178663E+03  -0.357327E+03
   0.990644E+02   0.773488E+01   0.872898E+01   0.105133E+02   0.531290E-03   0.916062E+01   0.821083E+01   0.164031E+02   0.115009E+02   0.172487E+03  -0.836201E+01   0.000000E+00   0.180849E+03  -0.361698E+03
   0.976351E+02   0.170270E+01  -0.245454E+01   0.451648E+01   0.824106E-03   0.152895E+02   0.751367E+01   0.222714E+02   0.190754E+02   0.168250E+03  -0.139833E+02   0.000000E+00   0.182233E+03  -0.364467E+03
   0.978889E+02   0.397396E+01   0.496627E+01   0.152723E+02   0.715999E-03   0.912466E+01   0.817831E+01   0.124451E+02   0.174638E+02   0.174144E+03  -0.826725E+01   0.000000E+00   0.182411E+03  -0.364823E+03
   0.968061E+02  -0.133907E+01  -0.234942E+01  -0.606995E+01   0.616029E-03   0.848191E+01   0.131702E+02   0.124451E+02   0.124219E+02   0.173014E+03  -0.916181E+01   0.000000E+00   0.182176E+03  -0.364352E+03
   0.986607E+02  -0.134169E+00  -0.306417E+01  -0.289183E+00   0.728494E-03   0.943425E+01   0.103468E+02   0.153955E+02   0.150860E+02   0.174808E+03  -0.733267E+01   0.000000E+00   0.182141E+03  -0.364281E+03
   0.990164E+02   0.219876E+01  -0.147119E+00   0.128473E+02   0.728494E-03   0.155149E+02   0.111699E+02   0.174869E+02   0.154464E+02   0.170927E+03  -0.108611E+02   0.000000E+00   0.181788E+03  -0.363576E+03
   0.990164E+02  -0.109716E+01  -0.279835E+01  -0.221921E+02   0.728494E-03   0.816777E+01   0.840160E+01   0.193609E+02   0.193252E+02   0.171057E+03  -0.989897E+01   0.000000E+00   0.180956E+03  -0.361912E+03
   0.990164E+02   0.488302E+01  -0.493918E+01   0.127299E+01   0.667128E-03   0.106530E+02   0.927874E+01   0.136079E+02   0.211823E+02   0.170278E+03  -0.922285E+01   0.000000E+00   0.179501E+03  -0.359002E+03
   0.981694E+02   0.109448E+01  -0.366842E+01  -0.767695E+01   0.667128E-03   0.958241E+01   0.901885E+01   0.204559E+02   0.202203E+02   0.172492E+03  -0.101960E+02   0.000000E+00   0.182688E+03  -0.365376E+03
   0.981694E+02   0.103644E+01   0.417310E+01  -0.334697E+01   0.723520E-03   0.107471E+02   0.997299E+01   0.143716E+02   0.153723E+02   0.175321E+03  -0.740573E+01   0.000000E+00   0.182727E+03  -0.365453E+03
   0.968997E+02  -0.829204E+00  -0.595307E+01  -0.334697E+01   0.518537E-03   0.996249E+01   0.144898E+02   0.140350E+02   0.130951E+02   0.172833E+03  -0.942929E+01   0.000000E+00   0.182262E+03  -0.364525E+03
   0.975119E+02   0.589016E+01   0.658511E+01   0.185747E+02   0.450337E-03   0.914677E+01   0.132152E+02   0.194384E+02   0.160523E+02   0.170240E+03  -0.974407E+01   0.000000E+00   0.179984E+03  -0.359968E+03
   0.972229E+02   0.506259E+01   0.124634E+00   0.727979E+01   0.769739E-03   0.102818E+02   0.885634E+01   0.142367E+02   0.110959E+02   0.173885E+03  -0.817613E+01   0.000000E+00   0.182061E+03  -0.364122E+03
   0.975920E+02  -0.262887E+01  -0.261967E+01   0.195749E+01   0.491496E-03   0.884390E+01   0.743308E+01   0.136038E+02   0.140373E+02   0.173593E+03  -0.813871E+01   0.000000E+00   0.181732E+03  -0.363463E+03
   0.983306E+02   0.457861E+01  -0.664386E+01   0.146480E+02   0.812915E-03   0.746248E+01   0.981657E+01   0.178053E+02   0.161726E+02   0.171438E+03  -0.870820E+01   0.000000E+00   0.180146E+03  -0.360292E+03
   0.975550E+02   0.457861E+01   0.111547E+02   0.874265E+01   0.601298E-03   0.994381E+01   0.697717E+01   0.109946E+02   0.184064E+02   0.170310E+03  -0.101373E+02   0.000000E+00   0.180447E+03  -0.360895E+03
   0.966833E+02   0.114054E+01  -0.785086E+01   0.867428E+00   0.811266E-03   0.927435E+01   0.114637E+02   0.146182E+02   0.105503E+02   0.172512E+03  -0.880324E+01   0.000000E+00   0.181315E+03  -0.362630E+03
   0.983333E+02   0.137859E+01   0.255983E+01  -0.258628E+01   0.726061E-03   0.117175E+02   0.863504E+01   0.152668E+02   0.121095E+02   0.174565E+03  -0.823448E+01   0.000000E+00   0.182799E+03  -0.365599E+03
   0.975276E+02  -0.130811E+01   0.133900E+01   0.289364E+01   0.465120E-03   0.119649E+02   0.111977E+02   0.188642E+02   0.125813E+02   0.173182E+03  -0.921064E+01   0.000000E+00   0.182393E+03  -0.364785E+03
   0.974149E+02  -0.227353E+01  -0.219451E+01  -0.162827E+01   0.841832E-03   0.141120E+02   0.793242E+01   0.163765E+02   0.167562E+02   0.171357E+03  -0.997382E+01   0.000000E+00   0.181331E+03  -0.362662E+03
   0.986701E+02  -0.227353E+01   0.589458E+01  -0.411115E+01   0.888224E-03   0.154727E+02   0.896687E+01   0.150342E+02   0.175460E+02   0.170219E+03  -0.105833E+02   0.000000E+00   0.180802E+03  -0.361605E+03
   0.975731E+02   0.426832E+01   0.309773E+01   0.565168E+01   0.636560E-03   0.100518E+02   0.913964E+01   0.225194E+02   0.172061E+02   0.173000E+03  -0.101186E+02   0.000000E+00   0.183119E+03  -0.366237E+03
   0.979928E+02   0.237648E+01  -0.188870E+01   0.565168E+01   0.658264E-03   0.129049E+02   0.873815E+01   0.109439E+02   0.185052E+02   0.173178E+03  -0.101082E+02   0.000000E+00   0.183286E+03  -0.366572E+03
   0.975054E+02   0.313135E+01  -0.378864E+01   0.220849E+01   0.624854E-03   0.108762E+02   0.114546E+02   0.137123E+02   0.174886E+02   0.174840E+03  -0.825677E+01   0.000000E+00   0.183097E+03  -0.366194E+03
   0.971845E+02  -0.104729E+01  -0.538567E+01   0.293787E+01   0.828508E-03   0.109607E+02   0.804595E+01   0.108605E+02   0.141078E+02   0.172594E+03  -0.879586E+01   0.000000E+00   0.181390E+03  -0.362780E+03
   0.973339E+02   0.669157E+01  -0.636065E+01   0.934053E+00   0.921518E-03   0.900739E+01   0.110026E+02   0.140338E+02   0.127166E+02   0.171312E+03  -0.766559E+01   0.000000E+00   0.178978E+03  -0.357955E+03
   0.973339E+02   0.318770E+01  -0.902042E+01   0.885334E+01   0.501151E-03   0.913409E+01   0.730562E+01   0.135043E+02   0.198841E+02   0.170844E+03  -0.949717E+01   0.000000E+00   0.180341E+03  -0.360682E+03
   0.973339E+02  -0.404007E+00  -0.631809E+01  -0.357544E+01   0.634867E-03   0.127273E+02   0.177561E+02   0.187416E+02   0.169492E+02   0.168825E+03  -0.140735E+02   0.000000E+00   0.182898E+03  -0.365797E+03
   0.983416E+02   0.209759E+01   0.576075E+01   0.109414E+02   0.802927E-03   0.111287E+02   0.831515E+01   0.165699E+02   0.113886E+02   0.173426E+03  -0.864647E+01   0.000000E+00   0.182072E+03  -0.364145E+03
   0.983726E+02   0.399688E+01  -0.196724E+00   0.151003E+02   0.396808E-03   0.857608E+01   0.106278E+02   0.137185E+02   0.126033E+02   0.172804E+03  -0.772298E+01   0.000000E+00   0.180527E+03  -0.361054E+03
   0.983726E+02   0.532806E+01   0.595328E+01   0.151003E+02   0.537052E-03   0.993513E+01   0.120337E+02   0.192558E+02   0.211775E+02   0.172070E+03  -0.107281E+02   0.000000E+00   0.182798E+03  -0.365596E+03
   0.979780E+02   0.184479E+01   0.638765E+01   0.225357E+01   0.567481E-03   0.103153E+02   0.119032E+02   0.151584E+02   0.183422E+02   0.174498E+03  -0.857483E+01   0.000000E+00   0.183073E+03  -0.366146E+03
   0.100984E+03  -0.604751E+01   0.139151E+01  -0.282504E+02   0.113513E-02   0.120557E+02   0.129326E+02   0.170263E+02   0.119050E+02   0.166576E+03  -0.973081E+01   0.000000E+00   0.176307E+03  -0.352614E+03
   0.983080E+02   0.160043E+01   0.218292E+01  -0.373163E+00   0.568956E-03   0.124355E+02   0.817233E+01   0.128401E+02   0.107221E+02   0.173685E+03  -0.959848E+01   0.000000E+00   0.183283E+03  -0.366567E+03
   0.988668E+02   0.514896E+01  -0.140308E+01   0.186644E+02   0.846554E-03   0.908411E+01   0.910627E+01   0.128401E+02   0.174616E+02   0.172637E+03  -0.788176E+01   0.000000E+00   0.180519E+03  -0.361038E+03
   0.990329E+02   0.695853E+01  -0.562234E+01   0.131758E+02   0.846554E-03   0.925369E+01   0.807866E+01   0.177681E+02   0.169567E+02   0.169910E+03  -0.845098E+01   0.000000E+00   0.178361E+03  -0.356722E+03
   0.978487E+02   0.153459E+01  -0.187107E+02  -0.103509E+02   0.826614E-03   0.100760E+02   0.116093E+02   0.202347E+02   0.164892E+02   0.168900E+03  -0.932124E+01   0.000000E+00   0.178221E+03  -0.356442E+03
   0.978487E+02   0.986282E+00   0.362729E+01   0.307352E+01   0.533874E-03   0.757944E+01   0.875621E+01   0.108902E+02   0.149253E+02   0.174488E+03  -0.898658E+01   0.000000E+00   0.183475E+03  -0.366949E+03
   0.975250E+02   0.591580E+01  -0.412306E+01  -0.315266E+01   0.933265E-03   0.101690E+02   0.109230E+02   0.183904E+02   0.108757E+02   0.170126E+03  -0.915877E+01   0.000000E+00   0.179285E+03  -0.358570E+03
